leaf_uid,registration_method,leaf_style,fixed_image,moving_image,MSE,NCC,MI,SSIM,IoU,Hausdorff
ESWW0070020_2,Piecewise Affine,Leaf ROI,0,10,0.045341555029153824,0.021574832499027252,1.0039188861846924,0.2342756688594818,0.7493211030960083,800.7000732421875
ESWW0070020_2,Piecewise Affine,Leaf ROI,0,11,0.04061926528811455,0.004120811820030212,1.0034512281417847,0.2816060185432434,0.9250601530075073,82.00408172607422
ESWW0070020_2,Piecewise Affine,Leaf ROI,0,12,0.03283102437853813,0.01332878228276968,1.002573013305664,0.2268388271331787,0.6835925579071045,1214.9393310546875
ESWW0070020_2,Piecewise Affine,Leaf ROI,0,13,0.04865744709968567,0.009974089451134205,1.0028157234191895,0.18635617196559906,0.6263088583946228,1278.8978271484375
ESWW0070020_2,Piecewise Affine,Leaf ROI,0,14,0.03909333050251007,0.00714159244671464,1.0021543502807617,0.24520233273506165,0.7606974244117737,531.0758056640625
ESWW0070020_2,LoFTR + TPS Individual,Leaf ROI,0,1,0.004137579817324877,0.157096266746521,1.0184718370437622,0.6750516295433044,0.9191576242446899,25.0
ESWW0070020_2,LoFTR + TPS Individual,Leaf ROI,0,2,0.013243768364191055,0.09637276083230972,1.0123097896575928,0.6462376713752747,0.9334000945091248,44.940391540527344
ESWW0070020_2,LoFTR + TPS Individual,Leaf ROI,0,3,0.024625184014439583,0.11730995774269104,1.004859447479248,0.6571130752563477,0.902168869972229,49.18982696533203
ESWW0070020_2,LoFTR + TPS Individual,Leaf ROI,0,4,0.011069833301007748,0.1070634052157402,1.0100256204605103,0.6557635068893433,0.9449462890625,21.095022201538086
ESWW0070020_2,LoFTR + TPS Individual,Leaf ROI,0,5,0.02399665303528309,0.06344552338123322,1.008060097694397,0.6427435278892517,0.9412079453468323,18.0
ESWW0070020_2,LoFTR + TPS Individual,Leaf ROI,0,6,0.02145453542470932,0.10399879515171051,1.0076119899749756,0.6466793417930603,0.9420216679573059,21.134031295776367
ESWW0070020_2,LoFTR + TPS Individual,Leaf ROI,0,7,0.03899313881993294,0.054067499935626984,1.005310297012329,0.6369625329971313,0.9422756433486938,28.0
ESWW0070020_2,LoFTR + TPS Individual,Leaf ROI,0,8,0.02585872821509838,0.10785587131977081,1.0055904388427734,0.6599482297897339,0.9074574112892151,30.60683250427246
ESWW0070020_2,LoFTR + TPS Individual,Leaf ROI,0,9,0.028763124719262123,0.031051063910126686,1.0039557218551636,0.6365000009536743,0.924793541431427,34.0
ESWW0070020_2,LoFTR + TPS Individual,Leaf ROI,0,10,0.032633889466524124,0.038007449358701706,1.0038530826568604,0.6259873509407043,0.9105166792869568,37.325462341308594
ESWW0070020_2,LoFTR + TPS Individual,Leaf ROI,0,11,0.03577030450105667,0.035524144768714905,1.0037614107131958,0.6241437792778015,0.8153517842292786,111.40618133544922
ESWW0070020_2,LoFTR + TPS Individual,Leaf ROI,0,12,0.03637092933058739,0.04154471680521965,1.0014371871948242,0.63276207447052,0.8522040843963623,50.0
ESWW0070020_2,LoFTR + TPS Individual,Leaf ROI,0,13,0.04888632148504257,0.0029515624046325684,1.0011541843414307,0.5643341541290283,0.7634380459785461,140.883544921875
ESWW0070020_2,LoFTR + TPS Individual,Leaf ROI,0,14,0.04212251305580139,0.013613284565508366,1.0016212463378906,0.560452401638031,0.6791862845420837,146.45387268066406
ESWW0070020_2,LoFTR + TPS Semi-Sequential,Leaf ROI,0,1,0.004137579817324877,0.157096266746521,1.0184718370437622,0.6750516295433044,0.9191576242446899,25.0
ESWW0070020_2,LoFTR + TPS Semi-Sequential,Leaf ROI,0,2,0.013243768364191055,0.09637276083230972,1.0123097896575928,0.6462376713752747,0.9334000945091248,44.940391540527344
ESWW0070020_2,LoFTR + TPS Semi-Sequential,Leaf ROI,0,3,0.024625184014439583,0.11730995774269104,1.004859447479248,0.6571130752563477,0.902168869972229,49.18982696533203
ESWW0070020_2,LoFTR + TPS Semi-Sequential,Leaf ROI,0,4,0.011069833301007748,0.1070634052157402,1.0100256204605103,0.6557635068893433,0.9449462890625,21.095022201538086
ESWW0070020_2,LoFTR + TPS Semi-Sequential,Leaf ROI,0,5,0.02399665303528309,0.06344552338123322,1.008060097694397,0.6427435278892517,0.9412079453468323,18.0
ESWW0070020_2,LoFTR + TPS Semi-Sequential,Leaf ROI,0,6,0.02145453542470932,0.10399879515171051,1.0076119899749756,0.6466793417930603,0.9420216679573059,21.134031295776367
ESWW0070020_2,LoFTR + TPS Semi-Sequential,Leaf ROI,0,7,0.03899313881993294,0.054067499935626984,1.005310297012329,0.6369625329971313,0.9422756433486938,28.0
ESWW0070020_2,LoFTR + TPS Semi-Sequential,Leaf ROI,0,8,0.02585872821509838,0.10785587131977081,1.0055904388427734,0.6599482297897339,0.9074574112892151,30.60683250427246
ESWW0070020_2,LoFTR + TPS Semi-Sequential,Leaf ROI,0,9,0.028763124719262123,0.031051063910126686,1.0039557218551636,0.6365000009536743,0.924793541431427,34.0
ESWW0070020_2,LoFTR + TPS Semi-Sequential,Leaf ROI,0,10,0.038348738104104996,0.005799324717372656,1.002463459968567,0.6213443875312805,0.8999133110046387,36.055511474609375
ESWW0070020_2,LoFTR + TPS Semi-Sequential,Leaf ROI,0,11,0.03758168965578079,0.01575743407011032,1.0017591714859009,0.6249245405197144,0.8948797583580017,36.055511474609375
ESWW0070020_2,LoFTR + TPS Semi-Sequential,Leaf ROI,0,12,0.036928147077560425,-0.00904909335076809,1.0009490251541138,0.6213923096656799,0.8788356781005859,40.01249694824219
ESWW0070020_2,LoFTR + TPS Semi-Sequential,Leaf ROI,0,13,0.051676951348781586,0.009071577340364456,1.00100839138031,0.6010531783103943,0.8239033818244934,55.102718353271484
ESWW0070020_2,LoFTR + TPS Semi-Sequential,Leaf ROI,0,14,0.03646792471408844,-0.0006873489473946393,1.0009431838989258,0.6133666038513184,0.8187617063522339,73.0
ESWW0070020_3,Piecewise Affine,Leaf ROI,0,1,0.005511388182640076,0.23151029646396637,1.0384401082992554,0.46644026041030884,0.9558524489402771,47.16990661621094
ESWW0070020_3,Piecewise Affine,Leaf ROI,0,2,0.007960749790072441,0.12755952775478363,1.0257002115249634,0.3734240233898163,0.9561715722084045,47.0
ESWW0070020_3,Piecewise Affine,Leaf ROI,0,3,0.007734210696071386,0.020329240709543228,1.0189462900161743,0.2917705178260803,0.9561793208122253,47.0
ESWW0070020_3,Piecewise Affine,Leaf ROI,0,4,0.018829844892024994,0.05994061008095741,1.0166490077972412,0.2906302511692047,0.9561463594436646,47.0
ESWW0070020_3,Piecewise Affine,Leaf ROI,0,5,0.03930230066180229,-0.016662009060382843,1.0099848508834839,0.2498963624238968,0.9559587240219116,47.0
ESWW0070020_3,Piecewise Affine,Leaf ROI,0,6,0.0332833006978035,0.0025233705528080463,1.0059551000595093,0.2579458951950073,0.9561920762062073,47.0
ESWW0070020_3,Piecewise Affine,Leaf ROI,0,7,0.03476949781179428,0.011435398831963539,1.0046629905700684,0.2495357096195221,0.956185519695282,47.0
ESWW0070020_3,Piecewise Affine,Leaf ROI,0,8,0.017186613753437996,-0.005074081942439079,1.0092319250106812,0.2786528468132019,0.9561757445335388,47.0
ESWW0070020_3,Piecewise Affine,Leaf ROI,0,9,0.03129180520772934,0.001165999798104167,1.0064351558685303,0.31456637382507324,0.9023215770721436,313.3505859375
ESWW0070020_3,Piecewise Affine,Leaf ROI,0,10,0.047639813274145126,-0.00017790608399081975,1.005204677581787,0.20834669470787048,0.7207897901535034,690.2139892578125
ESWW0070020_3,Piecewise Affine,Leaf ROI,0,11,0.028892099857330322,0.007472061552107334,1.0050359964370728,0.2342231720685959,0.902342677116394,313.3505859375
ESWW0070020_3,Piecewise Affine,Leaf ROI,0,12,0.04154641926288605,0.007123527117073536,1.0065155029296875,0.2293585240840912,0.9015410542488098,313.3505859375
ESWW0070020_3,Piecewise Affine,Leaf ROI,0,13,0.02923315390944481,-0.004162494093179703,1.006095290184021,0.23386037349700928,0.8156641125679016,441.84735107421875
ESWW0070020_3,LoFTR + TPS Individual,Leaf ROI,0,1,0.004856508690863848,0.1337941586971283,1.0325297117233276,0.7578860521316528,0.9690842032432556,13.0
ESWW0070020_3,LoFTR + TPS Individual,Leaf ROI,0,2,0.006270769517868757,0.09804066270589828,1.0251822471618652,0.7390925884246826,0.9606450796127319,9.0
ESWW0070020_3,LoFTR + TPS Individual,Leaf ROI,0,3,0.005262686405330896,0.06372280418872833,1.0234087705612183,0.7332244515419006,0.9604821801185608,11.0
ESWW0070020_3,LoFTR + TPS Individual,Leaf ROI,0,4,0.016268139705061913,0.0752919390797615,1.018428087234497,0.7242109179496765,0.9641835689544678,14.0
ESWW0070020_3,LoFTR + TPS Individual,Leaf ROI,0,5,0.03774018585681915,0.08071240782737732,1.0109074115753174,0.7127612829208374,0.9486597180366516,20.0
ESWW0070020_3,LoFTR + TPS Individual,Leaf ROI,0,6,0.03341172635555267,0.07263988256454468,1.0071370601654053,0.7046725153923035,0.9390283226966858,24.0
ESWW0070020_3,LoFTR + TPS Individual,Leaf ROI,0,7,0.032057832926511765,0.06966100633144379,1.0052448511123657,0.708781361579895,0.9441460371017456,32.0
ESWW0070020_3,LoFTR + TPS Individual,Leaf ROI,0,8,0.016032641753554344,0.07474599033594131,1.0083688497543335,0.7203909754753113,0.9344828724861145,25.392396926879883
ESWW0070020_3,LoFTR + TPS Individual,Leaf ROI,0,9,0.03446873649954796,0.018727585673332214,1.0021389722824097,0.6966504454612732,0.8739677667617798,67.610107421875
ESWW0070020_3,LoFTR + TPS Individual,Leaf ROI,0,10,0.0446709580719471,0.02774442546069622,1.0015813112258911,0.6672465205192566,0.8706470131874084,163.16603088378906
ESWW0070020_3,LoFTR + TPS Individual,Leaf ROI,0,11,0.029211899265646935,0.02216331660747528,1.0044193267822266,0.6863410472869873,0.9485995769500732,23.0867919921875
ESWW0070020_3,LoFTR + TPS Individual,Leaf ROI,0,12,0.04944460466504097,0.0077763875015079975,1.0040446519851685,0.6684068441390991,0.9140012264251709,32.0
ESWW0070020_3,LoFTR + TPS Individual,Leaf ROI,0,13,0.03924386948347092,0.006047142669558525,1.0007119178771973,0.504781186580658,0.5305783748626709,223.81256103515625
ESWW0070020_3,LoFTR + TPS Semi-Sequential,Leaf ROI,0,1,0.004856508690863848,0.1337941586971283,1.0325297117233276,0.7578860521316528,0.9690842032432556,13.0
ESWW0070020_3,LoFTR + TPS Semi-Sequential,Leaf ROI,0,2,0.006270769517868757,0.09804066270589828,1.0251822471618652,0.7390925884246826,0.9606450796127319,9.0
ESWW0070020_3,LoFTR + TPS Semi-Sequential,Leaf ROI,0,3,0.005262686405330896,0.06372280418872833,1.0234087705612183,0.7332244515419006,0.9604821801185608,11.0
ESWW0070020_3,LoFTR + TPS Semi-Sequential,Leaf ROI,0,4,0.016268139705061913,0.0752919390797615,1.018428087234497,0.7242109179496765,0.9641835689544678,14.0
ESWW0070020_3,LoFTR + TPS Semi-Sequential,Leaf ROI,0,5,0.03774018585681915,0.08071240782737732,1.0109074115753174,0.7127612829208374,0.9486597180366516,20.0
ESWW0070020_3,LoFTR + TPS Semi-Sequential,Leaf ROI,0,6,0.03341172635555267,0.07263988256454468,1.0071370601654053,0.7046725153923035,0.9390283226966858,24.0
ESWW0070020_3,LoFTR + TPS Semi-Sequential,Leaf ROI,0,7,0.03385493904352188,0.01785263977944851,1.006485104560852,0.685437798500061,0.9060094356536865,29.903091430664062
ESWW0070020_3,LoFTR + TPS Semi-Sequential,Leaf ROI,0,8,0.01548286434262991,0.009102584794163704,1.0093377828598022,0.6972981691360474,0.9140495657920837,27.688976287841797
ESWW0070020_3,LoFTR + TPS Semi-Sequential,Leaf ROI,0,9,0.03559013083577156,0.016236547380685806,1.004948377609253,0.6995589733123779,0.908642053604126,30.066593170166016
ESWW0070020_3,LoFTR + TPS Semi-Sequential,Leaf ROI,0,10,0.04814791679382324,0.005653245374560356,1.0038679838180542,0.6819838285446167,0.908318281173706,29.0
ESWW0070020_3,LoFTR + TPS Semi-Sequential,Leaf ROI,0,11,0.02837332710623741,-0.0018090050434693694,1.004048228263855,0.6781737208366394,0.9328083992004395,28.0
ESWW0070020_3,LoFTR + TPS Semi-Sequential,Leaf ROI,0,12,0.04384522885084152,0.004858227912336588,1.0041519403457642,0.6794973015785217,0.8967134952545166,33.77778244018555
ESWW0070020_3,LoFTR + TPS Semi-Sequential,Leaf ROI,0,13,0.03634288161993027,0.0012435638345777988,1.0009747743606567,0.6789680123329163,0.8660485744476318,59.0
