leaf_uid,registration_method,leaf_scale,pre_rotated,markers,warp_consistency,filtering_strategy,smoothing,fixed_image,moving_image,MSE,MAPE,NCC,MI,MI_Skimage,SSIM,IoU,Hausdorff
ESWW0090151_6,LoFTR + TPS Individual,roi,True,True,False,confidence,100,0,1,0.026143627241253853,142.86245727539062,0.4439326524734497,1.025469422340393,1.1045989683038524,0.5610572695732117,0.9438570141792297,33.0
ESWW0090151_6,LoFTR + TPS Individual,roi,True,True,False,confidence,100,0,2,0.020454879850149155,96.8863754272461,0.2348361760377884,1.0065923929214478,1.0693214235234791,0.4697681963443756,0.9720937013626099,11.0
ESWW0090151_6,LoFTR + TPS Individual,roi,True,True,False,confidence,100,0,3,0.02830546163022518,154.1455078125,0.3768775165081024,1.023680329322815,1.0815672993954892,0.5158330202102661,0.9710643887519836,13.0
ESWW0090151_6,LoFTR + TPS Individual,roi,True,True,False,confidence,100,0,4,0.023065028712153435,98.71887969970703,0.3175770044326782,1.0088642835617065,1.0730867166920337,0.4937222898006439,0.9575242400169373,24.0
ESWW0090151_6,LoFTR + TPS Individual,roi,True,True,False,confidence,100,0,5,0.01691269315779209,86.80912017822266,0.3550495505332947,1.012222409248352,1.0733155191954258,0.5154228210449219,0.962763249874115,13.0
ESWW0090151_6,LoFTR + TPS Individual,roi,True,True,False,confidence,100,0,6,0.02119443193078041,97.99305725097656,0.35908788442611694,1.0131529569625854,1.0762000249272565,0.5217536091804504,0.9732434153556824,15.0
ESWW0090151_6,LoFTR + TPS Individual,roi,True,True,False,confidence,100,0,7,0.02744412235915661,154.17971801757812,0.4117712378501892,1.0148261785507202,1.0719978618425228,0.5187193751335144,0.9710511565208435,11.0
ESWW0090151_6,LoFTR + TPS Individual,roi,True,True,False,confidence,100,0,8,0.021436583250761032,110.02511596679688,0.10317118465900421,1.011362075805664,1.0548975779254126,0.3743295669555664,0.947510302066803,44.0
ESWW0090151_6,LoFTR + TPS Individual,roi,True,True,False,confidence,100,0,9,0.022274017333984375,100.67041015625,0.14377734065055847,1.0053999423980713,1.066435672282204,0.4178527295589447,0.9636775255203247,13.03840446472168
ESWW0090151_6,LoFTR + TPS Individual,roi,True,True,False,confidence,100,0,10,0.019586404785513878,113.75550079345703,0.05848124250769615,1.0032005310058594,1.0601816138010756,0.3512428402900696,0.9423782825469971,66.02363586425781
ESWW0090151_6,LoFTR + TPS Sequential,roi,True,True,False,confidence,100,0,1,0.026143627241253853,142.86245727539062,0.4439326524734497,1.025469422340393,1.1045989683038524,0.5610572695732117,0.9438570141792297,33.0
ESWW0090151_6,LoFTR + TPS Sequential,roi,True,True,False,confidence,100,0,2,0.02016143687069416,95.83341979980469,0.32573309540748596,1.0077667236328125,1.0704850815859892,0.503756582736969,0.9736843705177307,11.180339813232422
ESWW0090151_6,LoFTR + TPS Sequential,roi,True,True,False,confidence,100,0,3,0.029029525816440582,155.67666625976562,0.23774488270282745,1.0182127952575684,1.0745306646204076,0.4410392940044403,0.9643450379371643,14.587847709655762
ESWW0090151_6,LoFTR + TPS Sequential,roi,True,True,False,confidence,100,0,4,0.023561079055070877,100.40145874023438,0.16371645033359528,1.0054208040237427,1.0690207365965787,0.4310730993747711,0.9558879733085632,26.918121337890625
