leaf_uid,registration_method,leaf_scale,pre_rotated,markers,warp_consistency,filtering_strategy,smoothing,fixed_image,moving_image,MSE,MAPE,NCC,MI,MI_Skimage,SSIM,IoU,Hausdorff
ESWW0090151_6,LoFTR + TPS Individual,roi,False,True,True,confidence,100,0,1,0.02801160328090191,148.63119506835938,0.05189763382077217,1.0092697143554688,1.1367824093781074,0.5811461210250854,0.8879214525222778,36.12478256225586
ESWW0090151_6,LoFTR + TPS Individual,roi,False,True,True,confidence,100,0,2,0.020583145320415497,98.23661804199219,0.07413503527641296,1.0037646293640137,1.1468471592595684,0.6187716722488403,0.9677309989929199,8.0
ESWW0090151_6,LoFTR + TPS Individual,roi,False,True,True,confidence,100,0,3,0.029820619150996208,159.1912841796875,0.10207387059926987,1.0111881494522095,1.1488135107594057,0.6037191152572632,0.9651156663894653,8.246211051940918
ESWW0090151_6,LoFTR + TPS Individual,roi,False,True,True,confidence,100,0,4,0.023709813132882118,101.6063003540039,0.04092442989349365,1.002390742301941,1.1487793449518817,0.6152565479278564,0.9519696831703186,21.492830276489258
ESWW0090151_6,LoFTR + TPS Individual,roi,False,True,True,confidence,100,0,5,0.01736588403582573,89.66377258300781,0.056375663727521896,1.005189299583435,1.151942277355873,0.6213607788085938,0.9635880589485168,9.05538558959961
ESWW0090151_6,LoFTR + TPS Individual,roi,False,True,True,confidence,100,0,6,0.02180621586740017,99.95677185058594,0.058644335716962814,1.0083454847335815,1.14572670109093,0.624596357345581,0.9549846053123474,11.704699516296387
ESWW0090151_6,LoFTR + TPS Individual,roi,False,True,True,confidence,100,0,7,0.02862350456416607,159.14886474609375,0.05743902921676636,1.0045493841171265,1.1391687384275808,0.5859087109565735,0.9576529264450073,12.0
ESWW0090151_6,LoFTR + TPS Individual,roi,False,True,True,confidence,100,0,8,0.02095640078186989,108.7673568725586,0.01828797161579132,1.009564995765686,1.1393756355045395,0.5922753810882568,0.957516610622406,9.0
ESWW0090151_6,LoFTR + TPS Individual,roi,False,True,True,confidence,100,0,9,0.022549763321876526,101.08390045166016,0.007635881658643484,1.0024750232696533,1.1508704015023599,0.6084246635437012,0.96699059009552,9.0
ESWW0090151_6,LoFTR + TPS Individual,roi,False,True,True,confidence,100,0,10,0.021809589117765427,125.00428009033203,-0.006187273655086756,1.0023260116577148,1.1190550948545066,0.5577347874641418,0.9121842980384827,34.71310806274414
ESWW0090151_6,LoFTR + TPS Sequential,roi,False,True,True,confidence,100,0,1,0.02801160328090191,148.63119506835938,0.05189763382077217,1.0092697143554688,1.1367824093781074,0.5811461210250854,0.8879214525222778,36.12478256225586
ESWW0090151_6,LoFTR + TPS Sequential,roi,False,True,True,confidence,100,0,2,0.021180501207709312,99.81910705566406,0.019634880125522614,1.002172589302063,1.1247775830204156,0.5815340876579285,0.9227603077888489,25.079872131347656
ESWW0090151_6,LoFTR + TPS Sequential,roi,False,True,True,confidence,100,0,3,0.030632667243480682,161.9934844970703,-0.008236410096287727,1.006420373916626,1.1155679303419852,0.5428369641304016,0.9030430316925049,31.0
ESWW0090151_6,LoFTR + TPS Sequential,roi,False,True,True,confidence,100,0,4,0.02439877949655056,103.15985870361328,0.007725071627646685,1.0007880926132202,1.1176264638799707,0.5707080960273743,0.8922262191772461,38.28407287597656
ESWW0090151_6,LoFTR + TPS Sequential,roi,False,True,True,confidence,100,0,5,0.01842673309147358,92.29528045654297,0.0012393462238833308,1.001436471939087,1.1250764188210824,0.5753413438796997,0.9181267619132996,29.411033630371094
ESWW0090151_6,LoFTR + TPS Sequential,roi,False,True,True,confidence,100,0,6,0.022669045254588127,103.28532409667969,0.008761259727180004,1.0041184425354004,1.1246908192530645,0.5877291560173035,0.9227057099342346,27.0
ESWW0090151_6,LoFTR + TPS Sequential,roi,False,True,True,confidence,100,0,7,0.029524415731430054,161.13992309570312,0.007521656341850758,1.001318335533142,1.114610106248755,0.5438420176506042,0.9102750420570374,34.34601593017578
ESWW0090151_6,LoFTR + TPS Sequential,roi,False,True,True,confidence,100,0,8,0.02199828438460827,112.4019775390625,0.003916752524673939,1.0059541463851929,1.1118737426246796,0.5537487864494324,0.9046064615249634,31.038358688354492
ESWW0090151_6,LoFTR + TPS Sequential,roi,False,True,True,confidence,100,0,9,0.023351727053523064,104.04037475585938,0.008574610576033592,1.0008271932601929,1.1217971283576023,0.571945309638977,0.9133954048156738,31.0
ESWW0090151_6,LoFTR + TPS Sequential,roi,False,True,True,confidence,100,0,10,0.01991918869316578,116.46088409423828,-0.0009398154215887189,1.0027707815170288,1.117120714443102,0.5568682551383972,0.912660539150238,33.0
ESWW0090151_6,LoFTR + TPS Semi-Sequential,roi,False,True,True,confidence,100,0,1,0.02801160328090191,148.63119506835938,0.05189763382077217,1.0092697143554688,1.1367824093781074,0.5811461210250854,0.8879214525222778,36.12478256225586
ESWW0090151_6,LoFTR + TPS Semi-Sequential,roi,False,True,True,confidence,100,0,2,0.020583145320415497,98.23661804199219,0.07413503527641296,1.0037646293640137,1.1468471592595684,0.6187716722488403,0.9677309989929199,8.0
ESWW0090151_6,LoFTR + TPS Semi-Sequential,roi,False,True,True,confidence,100,0,3,0.029820619150996208,159.1912841796875,0.10207387059926987,1.0111881494522095,1.1488135107594057,0.6037191152572632,0.9651156663894653,8.246211051940918
ESWW0090151_6,LoFTR + TPS Semi-Sequential,roi,False,True,True,confidence,100,0,4,0.023709813132882118,101.6063003540039,0.04092442989349365,1.002390742301941,1.1487793449518817,0.6152565479278564,0.9519696831703186,21.492830276489258
ESWW0090151_6,LoFTR + TPS Semi-Sequential,roi,False,True,True,confidence,100,0,5,0.01736588403582573,89.66377258300781,0.056375663727521896,1.005189299583435,1.151942277355873,0.6213607788085938,0.9635880589485168,9.05538558959961
ESWW0090151_6,LoFTR + TPS Semi-Sequential,roi,False,True,True,confidence,100,0,6,0.02180621586740017,99.95677185058594,0.058644335716962814,1.0083454847335815,1.14572670109093,0.624596357345581,0.9549846053123474,11.704699516296387
ESWW0090151_6,LoFTR + TPS Semi-Sequential,roi,False,True,True,confidence,100,0,7,0.028795966878533363,158.9189910888672,0.025207217782735825,1.0039249658584595,1.1365130392720841,0.5778194069862366,0.9537684917449951,11.045360565185547
ESWW0090151_6,LoFTR + TPS Semi-Sequential,roi,False,True,True,confidence,100,0,8,0.021031569689512253,109.05950927734375,0.024401750415563583,1.0099875926971436,1.1346756154728035,0.5925310850143433,0.949327826499939,12.0
ESWW0090151_6,LoFTR + TPS Semi-Sequential,roi,False,True,True,confidence,100,0,9,0.022283881902694702,101.74058532714844,0.043183572590351105,1.0036436319351196,1.1410524652357654,0.6044159531593323,0.9500916600227356,12.0
ESWW0090151_6,LoFTR + TPS Semi-Sequential,roi,False,True,True,confidence,100,0,10,0.019204113632440567,114.69806671142578,0.005001415498554707,1.0046300888061523,1.1369303931946246,0.5839825868606567,0.9532741904258728,11.0
